Key,Name,ballotpedia_id,Party,District,Status,Date Declared,Retiring,Seeking other Office,Running Senate,Cooke,Inside,Sabato
721,Randell Niemeyer,https://ballotpedia.org/Randell_Niemeyer,Republican,U.S. House Indiana District 1,Candidacy Declared,"Oct 11, 2023",No,No,No,Lean Democratic,Likely Democratic,Lean Democratic
722,David Ben Ruiz,https://ballotpedia.org/David_Ben_Ruiz_(Indiana),Republican,U.S. House Indiana District 1,Candidacy Declared,"Sep 5, 2023",No,No,No,Lean Democratic,Likely Democratic,Lean Democratic
723,Rudy Yakym,https://ballotpedia.org/Rudy_Yakym,Republican,U.S. House Indiana District 2,Candidacy Declared,"Jul 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
724,Jon Kenworthy,https://ballotpedia.org/Jon_Kenworthy,Republican,U.S. House Indiana District 3,Candidacy Declared,"Apr 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
725,Kiley Adolph,https://ballotpedia.org/Kiley_Adolph,Democratic,U.S. House Indiana District 3,Candidacy Declared,"Aug 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
726,Phil Goss,https://ballotpedia.org/Phil_Goss,Democratic,U.S. House Indiana District 3,Candidacy Declared,"Aug 17, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
727,Jo Anderson,https://ballotpedia.org/Jo_Anderson,Democratic,U.S. House Indiana District 3,Candidacy Declared,"Jul 10, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
728,Grant Bucher,https://ballotpedia.org/Grant_Bucher,Republican,U.S. House Indiana District 3,Candidacy Declared,"Jul 10, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
729,Eric Whalen,https://ballotpedia.org/Eric_Whalen,Republican,U.S. House Indiana District 3,Candidacy Declared,"May 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
730,Chandler Likes,https://ballotpedia.org/Chandler_Likes,Republican,U.S. House Indiana District 3,Withdrew,"Jan 22, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
731,Wendy Davis,https://ballotpedia.org/Wendy_Davis_(Indiana),Republican,U.S. House Indiana District 3,Candidacy Declared,"Mar 20, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
732,Michael Felker,https://ballotpedia.org/Michael_Felker,Republican,U.S. House Indiana District 3,Candidacy Declared,"Feb 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
733,Tim Smith,https://ballotpedia.org/Tim_Smith_(Indiana),Republican,U.S. House Indiana District 3,Candidacy Declared,"Aug 3, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
734,Andy Zay,https://ballotpedia.org/Andy_Zay,Republican,U.S. House Indiana District 3,Candidacy Declared,"Feb 22, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
735,Scott Wise,https://ballotpedia.org/Scott_Wise,Republican,U.S. House Indiana District 3,Candidacy Declared,"Aug 2, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
736,Marlin A. Stutzman,https://ballotpedia.org/Marlin_Stutzman,Republican,U.S. House Indiana District 3,Candidacy Declared,"Apr 26, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
737,Jerry Jones,https://ballotpedia.org/Jerry_Jones_(Indiana),Republican,U.S. House Indiana District 4,Candidacy Declared,"Sep 14, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
738,Rimpi Girn,https://ballotpedia.org/Rimpi_Girn,Democratic,U.S. House Indiana District 4,Candidacy Declared,"Jul 28, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
739,Charles Bookwalter,https://ballotpedia.org/Charles_Bookwalter,Republican,U.S. House Indiana District 4,Candidacy Declared,"May 31, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
740,Jim Baird,https://ballotpedia.org/James_Baird,Republican,U.S. House Indiana District 4,Candidacy Declared,"Jul 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
741,Raju Chinthala,https://ballotpedia.org/Raju_Chinthala,Republican,U.S. House Indiana District 5,Candidacy Declared,"Sep 24, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
742,Scott Goad,https://ballotpedia.org/Scott_Goad,Republican,U.S. House Indiana District 5,Candidacy Declared,"Oct 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
743,Lonnie Powell,https://ballotpedia.org/Lonnie_Powell,Republican,U.S. House Indiana District 5,Candidacy Declared,"Oct 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
744,Mark Hunt,https://ballotpedia.org/Mark_Hunt_(Indiana),Republican,U.S. House Indiana District 5,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
745,Max Engling,https://ballotpedia.org/Max_Engling,Republican,U.S. House Indiana District 5,Candidacy Declared,"Oct 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
746,Siddharth Mahant,https://ballotpedia.org/Siddharth_Mahant,Republican,U.S. House Indiana District 5,Candidacy Declared,"Aug 8, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
747,Matthew Peiffer,https://ballotpedia.org/Matthew_Peiffer,Republican,U.S. House Indiana District 5,Candidacy Declared,"Mar 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
748,Chuck Goodrich,https://ballotpedia.org/Chuck_Goodrich,Republican,U.S. House Indiana District 5,Candidacy Declared,"Mar 15, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
749,Mark Hurt,https://ballotpedia.org/Mark_Hurt,Republican,U.S. House Indiana District 5,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
750,Rodney Cummings,https://ballotpedia.org/Rodney_Cummings,Republican,U.S. House Indiana District 5,Withdrew,"Apr 26, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
751,Greg Pence,https://ballotpedia.org/Greg_Pence,Republican,U.S. House Indiana District 6,Candidacy Declared,"Jul 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
752,Cynthia Wirth,https://ballotpedia.org/Cynthia_Wirth,Democratic,U.S. House Indiana District 6,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
753,Erik Benson,https://ballotpedia.org/Erik_Benson,Republican,U.S. House Indiana District 6,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
754,André Carson,https://ballotpedia.org/André_Carson,Democratic,U.S. House Indiana District 7,Candidacy Declared,"Jul 13, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
755,Gabriel Whitley,https://ballotpedia.org/Gabriel_Whitley,Republican,U.S. House Indiana District 7,Candidacy Declared,"Jun 2, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
756,Larry Bucshon,https://ballotpedia.org/Larry_Bucshon,Republican,U.S. House Indiana District 8,Candidacy Declared,"Jul 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
757,Kellie Moore,https://ballotpedia.org/Kellie_Moore,Democratic,U.S. House Indiana District 8,Candidacy Declared,"May 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
758,Erin Houchin,https://ballotpedia.org/Erin_Houchin,Republican,U.S. House Indiana District 9,Candidacy Declared,"Jul 13, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
759,Aaron Cole,https://ballotpedia.org/Aaron_Cole,Democratic,U.S. House Indiana District 9,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
760,Chellie Pingree,https://ballotpedia.org/Chellie_Pingree,Democratic,U.S. House Maine District 1,Candidacy Declared,"Jul 24, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
761,Andrew Piantidosi,https://ballotpedia.org/Andrew_Piantidosi,Republican,U.S. House Maine District 1,Candidacy Declared,"Jun 20, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
762,Jared Golden,https://ballotpedia.org/Jared_Golden,Democratic,U.S. House Maine District 2,Candidacy Declared,"Jul 24, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
763,Robert Cross,https://ballotpedia.org/Robert_Cross,Republican,U.S. House Maine District 2,Candidacy Declared,"Apr 11, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
764,Michael Soboleski,https://ballotpedia.org/Michael_Soboleski,Republican,U.S. House Maine District 2,Candidacy Declared,"Sep 25, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
765,Kevin Ball,https://ballotpedia.org/Kevin_Ball,No Party Affiliation,U.S. House Maine District 2,Candidacy Declared,"Feb 22, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
766,Elias Bassile,https://ballotpedia.org/Elias_Bassile,Independent,U.S. House Maine District 2,Candidacy Declared,"Oct 4, 2023",No,No,No,Lean Democratic,Lean Democratic,Lean Democratic
767,Trent Kelly,https://ballotpedia.org/Trent_Kelly,Republican,U.S. House Mississippi District 1,Candidacy Declared,"Sep 5, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
768,U.S. House Mississippi District 2,,,No,No,No,Solid Democratic,Solid Democratic,Safe Democratic,N/A,N/A,N/A
769,Angel Rios,https://ballotpedia.org/Angel_Rios_(Mississippi),Democratic,U.S. House Mississippi District 3,Candidacy Declared,"Jul 6, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
770,Michael McGill,https://ballotpedia.org/Michael_McGill,Republican,U.S. House Mississippi District 4,Candidacy Declared,"Sep 17, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
771,Cori Bush,https://ballotpedia.org/Cori_Bush,Democratic,U.S. House Missouri District 1,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
772,Ann Wagner,https://ballotpedia.org/Ann_Wagner,Republican,U.S. House Missouri District 2,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
773,John Kiehne,https://ballotpedia.org/John_Kiehne,Democratic,U.S. House Missouri District 2,Candidacy Declared,"Aug 25, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
774,Wesley Smith,https://ballotpedia.org/Wesley_Smith_(Missouri),Republican,U.S. House Missouri District 2,Candidacy Declared,"Jul 21, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
775,Blaine Luetkemeyer,https://ballotpedia.org/Blaine_Luetkemeyer,Republican,U.S. House Missouri District 3,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
776,Mark Alford,https://ballotpedia.org/Mark_Alford,Republican,U.S. House Missouri District 4,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
777,Alexander Heidenreich,https://ballotpedia.org/Alexander_Heidenreich,Independent,U.S. House Missouri District 4,Candidacy Declared,"Oct 25, 2022",No,No,No,Solid Republican,Solid Republican,Safe Republican
778,Emanuel Cleaver,https://ballotpedia.org/Emanuel_Cleaver,Democratic,U.S. House Missouri District 5,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
779,John Bowman,https://ballotpedia.org/John_Bowman_(Missouri),Independent,U.S. House Missouri District 5,Candidacy Declared,"Jul 19, 2023",No,No,No,Solid Democratic,Solid Democratic,Safe Democratic
780,Sam Graves,https://ballotpedia.org/Sam_Graves,Republican,U.S. House Missouri District 6,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
781,Erik Richardson,https://ballotpedia.org/Erik_Richardson,Democratic,U.S. House Missouri District 6,Candidacy Declared,"Jul 28, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
782,Eric Burlison,https://ballotpedia.org/Eric_Burlison,Republican,U.S. House Missouri District 7,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
783,Natalie Faucett,https://ballotpedia.org/Natalie_Faucett,Independent,U.S. House Missouri District 7,Candidacy Declared,"Apr 21, 2021",No,No,No,Solid Republican,Solid Republican,Safe Republican
784,Jason Smith,https://ballotpedia.org/Jason_Smith_(Missouri_representative),Republican,U.S. House Missouri District 8,Candidacy Declared,"Jul 16, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
785,James Snider,https://ballotpedia.org/James_Snider,Republican,U.S. House Missouri District 8,Candidacy Declared,"Oct 11, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
786,Franklin Delano Roth,https://ballotpedia.org/Franklin_Delano_Roth,Democratic,U.S. House Missouri District 8,Candidacy Declared,"Oct 3, 2023",No,No,No,Solid Republican,Solid Republican,Safe Republican
787,Laurie Buckhout,https://ballotpedia.org/Laurie_Buckhout,Republican,U.S. House North Carolina District 1,Candidacy Declared,"Oct 23, 2023",No,No,No,Toss-up,Pending,Toss-up
788,Eric Stevenson,https://ballotpedia.org/Eric_Stevenson_(North_Carolina),Republican,U.S. House North Carolina District 1,Candidacy Declared,"Oct 25, 2023",No,No,No,Toss-up,Pending,Toss-up
789,Christine Villaverde,https://ballotpedia.org/Christine_Villaverde,Republican,U.S. House North Carolina District 1,Candidacy Declared,"Aug 23, 2023",No,No,No,Toss-up,Pending,Toss-up
790,Brian Moutoux,https://ballotpedia.org/Brian_Moutoux,Democratic,U.S. House North Carolina District 1,Candidacy Declared,"Jul 7, 2022",No,No,No,Toss-up,Pending,Toss-up
791,Fred Von Canon,https://ballotpedia.org/Fred_Von_Canon,Republican,U.S. House North Carolina District 1,Candidacy Declared,"Jun 14, 2023",No,No,No,Toss-up,Pending,Toss-up
792,Sandy Smith,https://ballotpedia.org/Sandy_Smith_(North_Carolina),Republican,U.S. House North Carolina District 1,Candidacy Declared,"Jul 19, 2023",No,No,No,Toss-up,Pending,Toss-up
793,Donald Davis,https://ballotpedia.org/Donald_Davis,Democratic,U.S. House North Carolina District 1,Candidacy Declared,"Sep 11, 2023",No,No,No,Toss-up,Pending,Toss-up
794,Sandy Roberson,https://ballotpedia.org/Sandy_Roberson,Republican,U.S. House North Carolina District 2,Candidacy Declared,"Aug 31, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
795,Deborah Ross,https://ballotpedia.org/Deborah_Ross,Democratic,U.S. House North Carolina District 2,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
796,Eugene Douglass,https://ballotpedia.org/Eugene_Douglass,Republican,U.S. House North Carolina District 2,Candidacy Declared,"Aug 2, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
797,Robert Morales,https://ballotpedia.org/Robert_Morales_(North_Carolina),Republican,U.S. House North Carolina District 2,Candidacy Declared,"Sep 11, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
798,Kenny Xu,https://ballotpedia.org/Kenny_Xu,Republican,U.S. House North Carolina District 2,Candidacy Declared,"Aug 1, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
799,Mahesh Ganorkar,https://ballotpedia.org/Mahesh_Ganorkar,Independent,U.S. House North Carolina District 2,Candidacy Declared,"Aug 27, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
800,Gregory Murphy,https://ballotpedia.org/Gregory_Murphy,Republican,U.S. House North Carolina District 3,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Pending,Safe Republican
801,Niki Nixon,https://ballotpedia.org/Niki_Nixon,Republican,U.S. House North Carolina District 3,Candidacy Declared,"Dec 19, 2022",No,No,No,Solid Republican,Pending,Safe Republican
802,Leonard Harrison,https://ballotpedia.org/Leonard_Harrison,Republican,U.S. House North Carolina District 4,Candidacy Declared,"Oct 25, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
803,Valerie Foushee,https://ballotpedia.org/Valerie_Foushee,Democratic,U.S. House North Carolina District 4,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
804,Virginia Foxx,https://ballotpedia.org/Virginia_Foxx,Republican,U.S. House North Carolina District 5,Candidacy Declared,"Jun 16, 2023",No,No,No,Solid Republican,Pending,Safe Republican
805,Kyle Parrish,https://ballotpedia.org/Kyle_Parrish,Democratic,U.S. House North Carolina District 5,Candidacy Declared,"Aug 31, 2023",No,No,No,Solid Republican,Pending,Safe Republican
806,Chuck Hubbard,https://ballotpedia.org/Chuck_Hubbard,Democratic,U.S. House North Carolina District 5,Candidacy Declared,"Jun 13, 2023",No,No,No,Solid Republican,Pending,Safe Republican
807,Kathy Manning,https://ballotpedia.org/Kathy_Manning,Democratic,U.S. House North Carolina District 6,Candidacy Declared,"Jul 18, 2023",No,No,No,Likely Republican,Pending,Toss-up
808,David Rouzer,https://ballotpedia.org/David_Rouzer,Republican,U.S. House North Carolina District 7,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Pending,Safe Republican
809,Dan Bishop,https://ballotpedia.org/Dan_Bishop,Republican,U.S. House North Carolina District 8,Withdrew,"Jul 18, 2023",No,Yes,No,Solid Republican,Pending,Safe Republican
810,Mark Harris,https://ballotpedia.org/Mark_Harris_(North_Carolina),Republican,U.S. House North Carolina District 8,Candidacy Declared,"Sep 17, 2023",No,No,No,Solid Republican,Pending,Safe Republican
811,Allan Baucom,https://ballotpedia.org/Allan_Baucom,Republican,U.S. House North Carolina District 8,Candidacy Declared,"Sep 14, 2023",No,No,No,Solid Republican,Pending,Safe Republican
812,Richard Hudson,https://ballotpedia.org/Richard_Hudson,Republican,U.S. House North Carolina District 9,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Pending,Safe Republican
813,Patrick T. McHenry,https://ballotpedia.org/Patrick_McHenry,Republican,U.S. House North Carolina District 10,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Pending,Safe Republican
814,Chuck Edwards,https://ballotpedia.org/Chuck_Edwards,Republican,U.S. House North Carolina District 11,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Republican,Pending,Safe Republican
815,Christian Reagan,https://ballotpedia.org/Christian_Reagan,Republican,U.S. House North Carolina District 11,Candidacy Declared,"May 2, 2023",No,No,No,Solid Republican,Pending,Safe Republican
816,Alma Adams,https://ballotpedia.org/Alma_Adams,Democratic,U.S. House North Carolina District 12,Candidacy Declared,"Jul 18, 2023",No,No,No,Solid Democratic,Pending,Safe Democratic
